symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,std,turbo
0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775,8.392857143,Low,0,1,1,0
0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,32,9960,9.038461538,Low,0,1,1,0
0,102,subaru,four,sedan,4wd,front,97,0.826525709,0.908333333,0.908026756,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9233,9.791666667,Low,0,1,1,0
0,102,subaru,four,sedan,4wd,front,97,0.826525709,0.908333333,0.908026756,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,9.791666667,Low,0,1,0,1
0,89,subaru,four,wagon,fwd,front,97,0.833733782,0.908333333,0.886287625,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,7463,8.392857143,Low,0,1,1,0
0,89,subaru,four,wagon,fwd,front,97,0.833733782,0.908333333,0.886287625,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,10198,9.4,Low,0,1,1,0
0,85,subaru,four,wagon,4wd,front,96.9,0.83421432,0.908333333,0.918060201,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,8013,10.2173913,Low,0,1,1,0
0,85,subaru,four,wagon,4wd,front,96.9,0.83421432,0.908333333,0.918060201,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,10.2173913,Low,0,1,0,1
1,87,toyota,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,5348,6.714285714,Low,0,1,1,0
1,87,toyota,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6338,7.580645161,Low,0,1,1,0
1,74,toyota,four,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6488,7.580645161,Low,0,1,1,0
0,77,toyota,four,wagon,fwd,front,95.7,0.81547333,0.883333333,0.988294314,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,6918,7.580645161,Low,0,1,1,0
0,81,toyota,four,wagon,4wd,front,95.7,0.81547333,0.883333333,0.988294314,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,7898,8.703703704,Low,0,1,1,0
0,91,toyota,four,wagon,4wd,front,95.7,0.81547333,0.883333333,0.988294314,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8778,8.703703704,Low,0,1,1,0
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,6938,7.833333333,Low,0,1,1,0
0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7198,7.833333333,Low,0,1,1,0
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,6.911764706,Low,1,0,1,0
0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,6.184210526,Low,1,0,1,0
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,7738,6.184210526,Low,0,1,1,0
0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8358,8.392857143,Low,0,1,1,0
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,9258,8.392857143,Low,0,1,1,0
1,168,toyota,two,sedan,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8058,8.103448276,Low,0,1,1,0
1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8238,8.103448276,Low,0,1,1,0
1,168,toyota,two,sedan,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,9.038461538,Low,0,1,1,0
1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,9.038461538,Low,0,1,1,0
2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,9.791666667,Low,0,1,1,0
2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,9.791666667,Low,0,1,1,0
2,134,toyota,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,9.791666667,Low,0,1,1,0
2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,9.791666667,Low,0,1,1,0
2,134,toyota,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,9.791666667,Low,0,1,1,0
2,134,toyota,two,convertible,rwd,front,98.4,0.846708313,0.911111111,0.886287625,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,9.791666667,Low,0,1,1,0
-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,8.103448276,Low,0,1,1,0
-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,7.833333333,Low,1,0,0,1
-1,65,toyota,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,0.901337793,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,8.703703704,Low,0,1,1,0
-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,8.703703704,Low,0,1,1,0
-1,65,toyota,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,0.901337793,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,8.703703704,Low,0,1,1,0
3,197,toyota,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,0.869565217,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,11.75,Medium,0,1,1,0
3,197,toyota,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,0.869565217,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,12.36842105,Medium,0,1,1,0
-1,90,toyota,four,sedan,rwd,front,104.5,0.902450745,0.923611111,0.904682274,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,11.75,Medium,0,1,1,0
-1,122,toyota,four,wagon,rwd,front,104.5,0.902450745,0.923611111,0.904682274,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,12.36842105,Medium,0,1,1,0
2,122,volkswagen,two,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7775,6.351351351,Low,1,0,1,0
2,122,volkswagen,two,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,7975,8.703703704,Low,0,1,1,0
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7995,6.351351351,Low,1,0,1,0
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8195,8.703703704,Low,0,1,1,0
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8495,8.703703704,Low,0,1,1,0
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,9495,6.351351351,Low,1,0,0,1
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9995,9.038461538,Low,0,1,1,0
3,122,volkswagen,two,convertible,fwd,front,94.5,0.765497357,0.891666667,0.929765886,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,9.791666667,Low,0,1,1,0
3,256,volkswagen,two,hatchback,fwd,front,94.5,0.796251802,0.888888889,0.859531773,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,9.791666667,Low,0,1,1,0
0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841,0.929166667,0.921404682,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,12.36842105,Low,0,1,1,0
0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841,0.929166667,0.921404682,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,13845,7.121212121,Low,1,0,0,1
0,122,volkswagen,four,wagon,fwd,front,100.4,0.879865449,0.929166667,0.921404682,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,12290,9.4,Low,0,1,1,0
-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,10.2173913,Low,0,1,1,0
-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,10.2173913,Low,0,1,1,0
-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,9.791666667,Low,0,1,1,0
-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,9.791666667,Low,0,1,1,0
-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,13.82352941,Medium,0,1,0,1
-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,13.82352941,Medium,0,1,0,1
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,10.2173913,Low,0,1,1,0
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.955555556,0.928093645,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,12.36842105,Medium,0,1,0,1
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,13.05555556,Medium,0,1,1,0
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,22470,9.038461538,Low,1,0,0,1
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,12.36842105,Low,0,1,0,1
